review_id,rating,text,iso_date,language
Ci9DQUlRQUNvZENodHljRjlvT21jM1RXTnRRV00wZWxnMmNuQjFja0V3YTA4eFVYYxAB,5.0,"Prachtig park!! Heel leuk voor de kinderen!! Grote speeltuin, en in de vakanties zijn de attracties ook open. Leuk voor kinderen tot een jaar of 9. Het park is heerlijk om te wandelen , fietsen, skeeleren hardlopen, picknicken etc. Mijn kinderen willen altijd hun stepjes mee, en zo kunnen we bijna het gehele park door wandelen.

Japanse tuin is ook heel mooi!
Dit is 1 van onze fijnste parken waar we komen!",2025-08-19T20:04:40Z,
ChdDSUhNMG9nS0VJQ0FnSUN4ajUzVWpBRRAB,4.0,"Mooi aangelegd park. Honden mogen aangelijnd naar binnen. Fietsen niet toegestaan.
Bij de hoofdingang en dan linksaf, brug over en dan met de trap naar boven kom je bij een leuke speelplaats voor kinderen.
Er is daar ook een plek met bootjes, race auto's enz. Betalen met muntjes die je kan kopen bij de snackbar of automaten. Openingstijden zie foto

Er zijn zelfs kangeroes en struisvogels ergens achterin in dit park. Ze zitten er s'winters wel triest bij ..beetje koud buiten en eenzaam achterin het park.

Voor de rest is er een trein die overdag bij mooi door het park gaat en restaurantjes.",2023-05-28T21:49:23Z,
Ci9DQUlRQUNvZENodHljRjlvT2xRNFp6VktTMko2VVZCd2FHNDVlVVZrTjFScFZuYxAB,5.0,"Kindvriendelijk, diverse speeltoestellen, leuke wandelroutes. Bereikbaarheid ook goed.",2025-07-14T15:21:22Z,
Ci9DQUlRQUNvZENodHljRjlvT2tkT1pIVTNWMmhRTURkNVVsZ3RkWGhZYTFWNWJFRRAB,5.0,"Heerlijk park, heel groot! ontzettend goed onderhouden en elk stuk is anders. Opgezet voor floriade en dat is te merken. Er zijn dieren, grote speeltuin, attracties, café, ijsjes, toiletten, een treintje door het park, doolhof, bloementuin, allemaal verrassende plekken.",2025-07-21T07:23:06Z,
ChZDSUhNMG9nS0VJQ0FnTUNZaU1LTVpnEAE,5.0,Heerlijk ijs gegeten bij de Kiosk! Links Yuzu/matcha bovenop en eronder witte chocolade/pistache. Rechts caramel bovenop en vanille eronder. Dikke 10!,2025-04-30T15:48:14Z,
ChZDSUhNMG9nS0VJQ0FnSUN1MHBDcERREAE,4.0,"Hebben heerlijk gewandeld met de honden.  Mocht niet met de honden in de smalle paadjes maar was niet erg. Er waren genoeg andere verharde paden.
Vond het mooier dan de floriade in almere, waar we jackpot hadden betaald zonder honden.

Gisteren ook naar de speeltuin geweest en met het treintje.
Was erg leuk voor de kids.",2022-07-24T21:31:09Z,
Ci9DQUlRQUNvZENodHljRjlvT2pacFFXRmlaREJrU0c5dU9GUXRYMU5DWVV0Mk5YYxAB,5.0,"We waren hier voor het Amsterdam wijnfestival.
Leuk event met mooie happen en natuurlijk veel wijn.
Wel erg jammer dat sommige wijnstadje (Georgie) niet echt wilde laten proeven, lastig als je de regio en de Druiven niet kent.
Overall super leuk en goed georganiseerd.
Tip overal proeven steeds een mooi glas wijn kiezen en dan een lekkere hap erbij uitzoeken, er was meer dan genoeg keuze",2025-09-07T17:01:12Z,
ChdDSUhNMG9nS0VJQ0FnSUQ1aHNxV21RRRAB,5.0,"Verbaasd over deze oase van rust 👌 Heel gevarieerd park, leuk voor kinderen. Er rijdt zelfs een treintje rond, er zijn kinderactiviteiten, een doolhof en er is horeca.",2023-10-23T17:08:52Z,
Ci9DQUlRQUNvZENodHljRjlvT2pOclpFbHZUVlpyTkhSbFYxcG9SRGx0VW05QmVXYxAB,5.0,"Amstelpark is een prachtig en veelzijdig park in Amsterdam. Mooie wandelpaden, kleurrijke bloementuinen en rustige plekjes om te ontspannen. Ideaal voor een dagje uit met het gezin, want er is ook een kinderboerderij en een treintje. Goed onderhouden en altijd een fijne sfeer. Een echte aanrader!",2025-07-25T05:09:28Z,
Ci9DQUlRQUNvZENodHljRjlvT2pOYU1FOTFlbU4zTjBGbFpISnlTa1JLVjJ4aVYwRRAB,4.0,"Beste plek voor de kinderen, kwam hier zelf als kind en ik breng nu mijn eigen draakjes naar dit plekje, ik vind dit een geweldige park, zoveel leuke activiteiten en prachtig ingericht voor jong en oud.",2025-08-13T11:56:36Z,
Ci9DQUlRQUNvZENodHljRjlvT2paU1NYUlFjR3hzVXpSR0xVaG9jemRxY21KUFlYYxAB,4.0,"Ik was er tijdens het wijnfestival, ik denk dat ik dit de fijnste locatie vind. Niet te groot maar wel groot genoeg voor lekkere wijn en goede etensopties en natuurlijk een mooie omgeving",2025-10-01T10:38:36Z,
Ci9DQUlRQUNvZENodHljRjlvT25CNWEwTTFVMEpmWmtKWmVUWjBRMmxZU1dacmVsRRAB,5.0,Mooi groot parker. Er is van alles aanwezig van minigolf tot restaurant. Er zijn ook veel plekken waar je heerlijk kan uitrusten. Ook zijn er zonnebrandpalen aanwezig waar je gratis zonnebrand kan gebruiken.,2025-07-19T16:53:10Z,
ChZDSUhNMG9nS0VJQ0FnSURXNThLX1FBEAE,5.0,"Een erg leuk park voor jong en oud! Je kunt midget golfen, er is een doolhof, een treintje door het park, een grote speeltuin met ook een gedeelte met speeltoestellen waar je muntjes voor dient te kopen en een kleine kinderboerderij. Je kunt op diverse plaatsen eten: pannenkoekenrestaurant bij de midgetgolf en een snackbar bij de speeltuin. In het weekend is het gratis parkeren!",2022-04-06T09:15:41Z,
ChdDSUhNMG9nS0VLVzVuZVN6MllXRjdBRRAB,5.0,Super leuk park! Geweldig voor de Kids groot en klein voor ieder iets leuks .... betaald speelterrein en gratis speelplekken voor ieder wat leuks. Je kunt er wat eten en wat drinken .... kost wel wat. Maar als je zelf eten en drinken mee neemt heb je picknick plekjes waar je je spelende kindjes goed in gaten kunt houden. Voor ons op naar de volgende keer!,2025-05-16T11:53:47Z,
ChZDSUhNMG9nS0VJQ0FnSURLNU1MZUdBEAE,5.0,"Prachtige plek met vele verschillende tuinen met verschillende thema's. Veel ook interactieve dingen te doen, grote speeltuin voor kinderen, veel dieren van stieren tot walibi's. Veel prachtige bloemen en een verscheidenheid aan flora.",2021-04-30T19:41:21Z,
Ci9DQUlRQUNvZENodHljRjlvT2tJeVFsVjRTMUk0YjBZeFUwOWxNVGRGUlhCTFpIYxAB,5.0,"Ik was hier bij Festival Trek en dat was super. Zo goed georganiseerd en heel veel leuke en lekkere ""trucks"" met heerlijk eten en een drankje. Er was een theater, een Zweefmolen, muziek enz. Het weer was prachtig. Kortom...voor herhaling vatbaar !",2025-07-15T10:40:16Z,
ChZDSUhNMG9nS0VJQ0FnSUNvbnJqQmJREAE,4.0,"Erg makkelijk parkeren en een erg mooi schoon park. Entree is gratis. Je kan hier midgetgolfen of trouwen.  Er zitten restaurants en veel bankjes met mooie uitzichten. Het midget golfen is wel seizoensgebonden dus check eerst even of ze wel open zijn, voordat je met een koude kermis naar huis moet.",2019-02-16T17:40:45Z,
ChZDSUhNMG9nS0VLblFoTVB0bk1tdEtnEAE,5.0,Fantastisch leuk park voor jong en oud,2025-05-08T08:35:32Z,
ChdDSUhNMG9nS0VJQ0FnSUN4eVBfc3hBRRAB,5.0,"Heel mooi midgetgolf park. Met 2 verschillende banen.
Wij habben voor de grasbaan gekozen, erg mooi aangelegd.
Zeker een aanrader",2023-05-09T13:29:40Z,
ChdDSUhNMG9nS0VJQ0FnTUNJLVlQSmlRRRAB,5.0,"Heerlijk park om met kinderen te zijn. Leuke speeltuin, kinderboerderij en treintje.",2025-04-03T10:50:57Z,
ChZDSUhNMG9nS0VJQ0FnSURjeVB1ZlB3EAE,5.0,"Een heel bijzonder en mooi park, met brede lanen maar ook met 'wild' gebiedjes.  Daar waan je je ver van de bewoonde wereld.
Het stukje aan de overkant van de grote vijver is  elk seizoen weer vol verrassingen.
Ook de bedreigde flora  een mooi stukje van het park is een genot voor al je zintuigen.",2020-05-19T10:43:03Z,
ChdDSUhNMG9nS0VJQ0FnSUNVZ3Nub3hnRRAB,5.0,Heel leuk park. Ik ben hier pas laatst een keer voor het eerst geweest. Er was toen een hele leuke Sundays Market. Maar het park bied nog veel meer. Leuke pannenkoeken restaurants een treintje watertjes en leuke wandel routes. Aanrader is echt de pure market die volgens mij elke derde zondag van de maand in het park is. In iedergeval voor de zomer periode.,2019-07-21T14:55:57Z,
ChZDSUhNMG9nS0VJQ0FnSUM0M3IzY01REAE,4.0,"Prachtig mooi park, mijn oma woonde in Wamberg naast het park en liep elke dag naar de bloementuintjes toe, in 1972 t/m 2005 ging ze met haar kleinkinderen en achterkleinkinderen naar het treintje en de bootjes, leuk om in haar voetsporen te treden",2019-06-07T02:49:32Z,
ChdDSUhNMG9nS0VJQ0FnSUN4Nlp6WDhRRRAB,5.0,"Super park, rododendrons so veel kleuren niet te geloven",2023-05-20T20:55:49Z,
Ci9DQUlRQUNvZENodHljRjlvT214d09VaDRUV2t6VG5wWllreGlTVm96VW14VU5FRRAB,5.0,Fijn park omdat er veel wandel paden zijn en veel bankjes. Veel diversiteit aan planten en bomen.,2025-09-28T15:14:45Z,
ChdDSUhNMG9nS0VJQ0FnTURJZzQzNTh3RRAB,5.0,"Zeer mooi park. Veel te beleven, van pannekoekenboerderij, tot een ijskraam, een treintje, speeltuin, beschermde plantenbos, midgetgolf, dierenboerderij en nog veel meer. Heel groot mooi park, ook leuk voor kinderen. Je kunt hier zeker een paar uurtjes lopen en genieten van het weer. Zeer zeker aan te raden voor een dagje natuur binnen Amsterdam.",2025-04-12T14:22:27Z,
Ci9DQUlRQUNvZENodHljRjlvT25Cdk4zVnJNbHBxV25JMWFWZFBhUzFYZFVacVpsRRAB,5.0,"Amsterdam wine festival 2025
Super leuk feest 🍷",2025-09-07T22:34:10Z,
Ci9DQUlRQUNvZENodHljRjlvT2tSNFNEazJjSHBQTkdGRWFFdEhla1ZUYVZSTU5FRRAB,5.0,Heerlijk vertoeven in het groen en een prachtige speeltuin als je kleintjes hebt en heerlijk terrasjes 🫶🏼,2025-09-29T20:54:36Z,
ChZDSUhNMG9nS0VJQ0FnSURPczl6aklBEAE,5.0,"Had nooit geweten dat er in Amsterdam zo mooi park was, we waren er in de ochtend. Lekker rustig  en mooi park, heerlijk gelopen . zeker het bekijken waard, dit in combinatie met een wandeling langs de Amstel. Voor herhaling vatbaar.",2022-07-13T14:53:09Z,
ChdDSUhNMG9nS0VJQ0FnSUNnbHNIZnp3RRAB,5.0,Mooi park met brede paden waar je makkelijk kunt wandelen. De Rododendronvallei is prachtig in het voorjaar. Er is ook een mini golf en een kinderboerderij.,2018-02-26T17:55:28Z,
ChZDSUhNMG9nS0VJQ0FnTURva1pmV1NnEAE,4.0,"Een mooi en goed onderhouden park met veel ruimte, wandelpaden, redelijk wat vogels en soms fazanten en konijnen. Er zijn twee terrassen, speeltuinen, en voor kinderen veel voorzieningen waaronder een prachtige mini-trein.",2025-04-25T22:20:36Z,
Ci9DQUlRQUNvZENodHljRjlvT2t4YWJtNUJWVE5mWjJoeGFWUldUbGQzWkV0VVdsRRAB,5.0,"Erg leuk voor kinderen  en ook flink groot.de ""atrakties"" moet je los betalen en je kan ook bij verschillende restaurantjes lekker zitten.",2025-08-12T17:25:47Z,
ChdDSUhNMG9nS0VJQ0FnSURiLXM2ai1RRRAB,4.0,"Vermakelijk amuserend park!

Ruim opgezet, genoeg zitplekken en kleine horeca gelegenheden.

Treintje die door heel t park rijd.",2024-08-04T17:00:08Z,
ChdDSUhNMG9nS0VJQ0FnTUNvNmJIdXRnRRAB,4.0,Prachtig park dat al jaren (mij al meer dsn 40 jaar) zijn waarde voor kinderen en volwassenen bewijst. Leuke speeltuin en kinderboerderij. Maar ook de plek om een mooie wandeling te maken of hard te lopen.,2025-04-18T07:00:52Z,
ChZDSUhNMG9nS0VJQ0FnSUNRak1tNlhnEAE,4.0,"Prachtig opgezet stadspark. Aan de rand van de snelweg, vlakbij het rai station. Vanaf het station een paar minuten lopen en je waant je midden in de natuur. Druk bezocht. Leuke speeltuin voor kinderen tot ong 11 jaar.  Kleine attracties, geschikt voor jongere kinderen tegen betaling. Heel mooie midget, minigolf baan. Netjes onderhouden. Wel prijzig. De rest van het park niet gezien.",2018-04-16T06:43:36Z,
Ci9DQUlRQUNvZENodHljRjlvT21WM1ExWm9UbmhQVVhwM1RtNUxNMlZCTWtkTWNHYxAB,5.0,Om even de stad achter je te laten is dit een heerlijke plek om samen met je kinderen of kleinkinderen te ontspannen,2025-09-06T17:50:31Z,
Ci9DQUlRQUNvZENodHljRjlvT2xKd05VSXhhRkEwV1VwNFMweFVaRVZaYVZOVlZIYxAB,4.0,hele mooie grote park met veel vermaak voor kinderen van verschillende leeftijden.,2025-08-19T16:51:53Z,
ChdDSUhNMG9nS0VNaW52WS1NODdydWxnRRAB,5.0,"Mooi park, heerlijk om een rondje te wandelen en wat tijd door te brengen. Veel mooi onderhouden bomen en planten.",2025-05-18T10:04:59Z,
ChdDSUhNMG9nS0VJQ0FnSUN1MWVHMHR3RRAB,5.0,"Mooi park om lekker een middag te lopen, wat te drinken en de kids kunnen zich ook prima vermaken.",2022-08-02T16:56:11Z,
ChZDSUhNMG9nS0VJQ0FnSUNxcHYzWmJnEAE,5.0,Altijd al een mooi park maar nu het volop lente is helemaal. De rodondendronvallei staat in bloei. Je vergeet gewoon dat je eigenlijk midden in de stad bent...,2021-06-05T04:26:10Z,
ChdDSUhNMG9nS0VJQ0FnSUNUaXZHWDNBRRAB,5.0,"Heerlijk park, brede paden, horeca aanwezig. In de zomermaanden rijdt er een treintje dat een ritje maakt dat een kwartier duurt. Er is een hele leuke speeltuin met veel attracties en er zijn diverse toiletten. Hier en daar staat een picknicktafel. Vooral de rododendronvalei is prachtig tijdens de bloei.",2024-05-13T06:42:07Z,
ChZDSUhNMG9nS0VQdjQ2NS1Qa0tfVlVnEAE,5.0,"Aan de rand van het Park, bij de molen, heb ik met de pont een oversteek gemaakt. Een heerlijk rustmoment. Onder begeleiding van een gezellige en gemotiveerde pontvaarder.",2025-05-17T08:31:05Z,
ChdDSUhNMG9nS0VJQ0FnSUR4cUl5TmlRRRAB,5.0,Misschien wel het mooiste park van Amsterdam (maar ik ken ze niet allemaal). Het park is te danken aan de Floriade van 1972. Vooral de rhododendronvallei is prachtig. Maar ook de vijver met fontein en de planten rondom.,2023-05-31T17:32:52Z,
ChdDSUhNMG9nS0VJQ0FnSURDNUphRHZRRRAB,4.0,"Schone mooi aangelegd stadspark. Ligt tegen het Amstel, de rivier. Je heb hier kinderboerderij, speelplaats, minigolf ... ook lunchen of koffie met gebak nemen.",2020-09-15T14:53:10Z,
Ci9DQUlRQUNvZENodHljRjlvT2pGS1NXUlJXVzF0YjBwUVowOWtNWGN4U1ROSlVFRRAB,5.0,Heerlijk gespeeld met de kleine man. Lekkere friet en een goed broodje kroket. Echte oma Bobs!,2025-07-14T17:36:20Z,
Ci9DQUlRQUNvZENodHljRjlvT2pFMFdHbEZNVlJMZWtkUVNUaHllVjl4TUZWNVJWRRAB,4.0,"Eenvoudige gerechten, maar wel heel lekker! Aardige bediening.",2025-10-11T05:46:59Z,
ChdDSUhNMG9nS0VJQ0FnSUNnbzRhUGp3RRAB,5.0,Zeker in de herfst is het toch een prachtig park en complimenten voor de onderhoudsploeg!!,2018-07-13T16:29:04Z,
Ci9DQUlRQUNvZENodHljRjlvT21oTFJWZDFhbXc0ZG05aE9XazROakp3T0dOak5FRRAB,5.0,Onze Marathon! Fantastisch.. ❌❌❌,2025-11-08T05:11:07Z,
Ci9DQUlRQUNvZENodHljRjlvT2pGc2FISkpOa2g0WTNSaVltNW5NSE54YjJKeE9IYxAB,4.0,"Leuk, de pure markt, de prachtige bloemen en struiken in het park. Gezellig!",2025-07-17T08:50:17Z,
Ci9DQUlRQUNvZENodHljRjlvT20xRmJVZG1jV1JyUmpOc056TTVNemxzUVdkT1JXYxAB,4.0,"Was rustig, goed onderhouden, alsof je buiten de stad bent
Alleen jammer dat  er zoveel horeca is",2025-10-12T18:32:34Z,
ChdDSUhNMG9nS0VJQ0FnSUNhelBtVG53RRAB,5.0,Er zijn secties voor mensen van alle leeftijden rustige plek er is een kleine kermis voor kinderen een super voorbij park,2021-07-24T21:07:08Z,
ChdDSUhNMG9nS0VJQ0FnSUNLNkxteDBRRRAB,4.0,"Het park is wat meer volwassen geworden, grote bomen en een beetje overwoekerd hier en daar. Was vroeger een erg “aangeharkt” park.",2021-03-26T22:58:23Z,
ChdDSUhNMG9nS0VJQ0FnSUNKeDVqaDFBRRAB,5.0,"Was er zondag 2 juli met het TREK Foodtruckfestival. Wat een leuk festival is dat. Eerste keer en zeker voor herhaling vatbaar. Daarvoor werd een deel van het Amstelpark afgesloten. De mix van foodtrucks, muziek, theater, kermisattracties was top. Veel en veel leuker dan #derollendekeukens (duur, lange wachttijden bij de trucks, geen sfeer) in het Westerpark. TREK is gemoedelijker, jonge stelletjes, jonge ouders, gezinnen, alles loopt daar door elkaar. En wat de prijzen betreft valt het allemaal reuze mee. En je hoeft niet uren in de rij moeten wachten tot je uiteindelijk kan bestellen. Variatie van de Foodtrucks was ook helemaal top. 👍🏽👍🏽👍🏽👍🏽👍🏽",2023-07-06T06:42:13Z,
ChdDSUhNMG9nS0VJQ0FnSURDdWIySXJnRRAB,5.0,"Amstelpark was op 10 januari 2021 spekglad. Er was nergens gestrooid. De vuilnisbakken waren bij de vijver vol, met het gevolg dat alles op de grond lag.",2020-10-03T13:08:17Z,
ChdDSUhNMG9nS0VJQ0FnSUNaa08yM19RRRAB,5.0,"Prachtig park, goed bereikbaar, geen fietsers. Heerlijk om te picknicken. Diverse cult tuinen. Onontdekte parel van Amsterdam.",2023-09-02T11:20:19Z,
ChdDSUhNMG9nS0VJQ0FnSURVbDd2MTV3RRAB,4.0,"Mooi park.
Hier zet ook de herfst in, ee  enkere boom begint voorzichtig te verkleuren.
Nog steeds erg druk door de pokamon.",2019-09-07T13:13:09Z,
ChZDSUhNMG9nS0VJQ0FnSUR1dzRPRFJREAE,4.0,Mooi park. Dat mijn jonges nog klein waren zijn wij hier vaak geweest,2022-08-28T06:45:48Z,
Ci9DQUlRQUNvZENodHljRjlvT2tFMldsWlFlRXBzTVRKWlExWXdla2hQZFRjd01WRRAB,4.0,Een fijne plek om te wandelen waar cultuur en natuur samenvloeien,2025-07-18T01:00:31Z,
ChdDSUhNMG9nS0VJQ0FnSUQyel9xcWd3RRAB,5.0,Mooi park met veel verschillende tuinen. De rhododendronvallei was prachtig om te zien 🌺,2022-05-28T15:01:16Z,
ChdDSUhNMG9nS0VJQ0FnSUN4NXNuZHp3RRAB,5.0,Prachtig park met mooie bloeiende rododendrons momenteel,2023-05-16T18:18:29Z,
ChZDSUhNMG9nS0VJQ0FnSUN1dGRHaUl3EAE,5.0,Super mooi park met een leuke speeltuin en kinderboerderij voor de kids.,2022-08-02T20:56:03Z,
ChdDSUhNMG9nS0VJQ0FnSURhLUx5czlnRRAB,4.0,"Mooi park.met verschillende soorten tuinen, kunst, horeca en een leuke speeltuin voor de kleintjes.",2021-08-14T23:51:11Z,
ChdDSUhNMG9nS0VJQ0FnTUN3eC15TXp3RRAB,5.0,Goed aangelegd en onderhouden park. Zowel plekjes met bankjes in de zon als in de schaduw. Met de (het)opening van Hop en de mini golf 2 plaatsen waar je iets kan drinken en eten.,2025-03-21T15:28:24Z,
Ci9DQUlRQUNvZENodHljRjlvT21JMlRuTTBZMUJzY0U5dE9ISXdablZYTUZkUVluYxAB,5.0,Mooi park met leuke speelgelegenheden. Wel duur parkeren.,2025-07-17T16:38:42Z,
ChZDSUhNMG9nS0VJQ0FnSURBX19hN0FnEAE,5.0,"Grote speeltuin met mini pretpark, kinderboerderij en goede voorzieningen voor ouders ; ) Het treinritten door het hele park is de bom! Een fijne plek voor jong en oud, goed bereikbaar met fiets, auto én OV.",2018-08-08T11:21:03Z,
ChZDSUhNMG9nS0VJQ0FnSURwZ0pLZlNREAE,5.0,"Prachtig park in de stad, zelfs met matig weer.",2023-08-13T20:32:52Z,
Ci9DQUlRQUNvZENodHljRjlvT2xKNlJHMTBUVFY1U0ZkalpIRmpSbWhsWm1WS1EzYxAB,4.0,"Was een geweldige plek voor het Amsterdam Wine event. Super plek, goed bereikbaar en tijdens het event super gezellig",2025-09-07T16:37:33Z,
ChdDSUhNMG9nS0VJQ0FnSURheXBQUjd3RRAB,5.0,"Prachtig park, veel te zien , heerlijk om te wandelen!",2021-08-18T20:02:49Z,
ChZDSUhNMG9nS0VJQ0FnSURRajlQdkRREAE,5.0,De rododendron vallei in bloei. Prachtige kleuren en geuren. Dit is de tijd om te gaan genieten!!,2018-05-11T19:48:43Z,
ChdDSUhNMG9nS0VJQ0FnSUNScjlQNGdnRRAB,5.0,"De 2de zondag van de maand is er altijd een Pure Markt. Eten, drinken, boeken, kleding etc. Leuk om te doen",2023-04-13T18:46:54Z,
ChZDSUhNMG9nS0VJQ0FnSUNxa3ZXR0VREAE,5.0,Heerlijk rustig park en toch veel te zien. Er rijdt een treintje en er zijn terrassen.,2021-06-01T13:39:54Z,
ChdDSUhNMG9nS0VJQ0FnSUNxaE91WHhnRRAB,4.0,De rododendrons staan in bloei. Maar pas op. Het park sluit om 9 uur en niet een half uur voor zonsondergang zoals overal is aangegeven. Het is mogelijk om in het park te worden opgesloten.,2021-05-27T05:24:48Z,
ChdDSUhNMG9nS0VJQ0FnSUM2Z0x2RjJRRRAB,5.0,"Het amstelpark is groot en super mooi , ik was nu gaan midgetgolfen tussen de mooiste bloemen en bomen heerlijk",2021-08-27T09:35:28Z,
ChdDSUhNMG9nS0VJQ0FnSUNndXJfTXdnRRAB,5.0,Blijft mooi door het koude voorjaar staat nog niet alles in nloei in de rododendronsvallei,2018-05-20T11:01:42Z,
ChdDSUhNMG9nS0VJQ0FnSUQycTRxTTV3RRAB,4.0,"De Rhododendronvallei was één leuke verrassing. Het spoorlijntje kost €3, veel ruimte voor de kinderen, parkeren is gratis in het weekend,  hoewel kan tricky zijn het adres te vinden.",2022-05-25T09:53:19Z,
ChZDSUhNMG9nS0VJQ0FnSUM4b3NDc1V3EAE,4.0,"Heerlijke plek om te wandelen, van diverse planten,  bomen te genieten.  Voor elk wat wils!",2020-06-28T14:36:31Z,
ChdDSUhNMG9nS0VJQ0FnSUMtd2ZTTXZ3RRAB,5.0,"Prachtig park voor alle leeftijden. Vooral in de herfst mooi. Veel pannenkoeken, kunst, fonteinen en gezelligheid",2022-11-05T18:34:17Z,
ChZDSUhNMG9nS0VJQ0FnSUM4b2JTcUlREAE,4.0,"Mooi park om te wandelen aan rand Amsterdam langs Amstel, met terras aan vijver om iets te eten / drinken.",2020-07-09T09:55:23Z,
ChdDSUhNMG9nS0VJQ0FnTUNRakx6bWx3RRAB,5.0,"Must do speeltuin ruim opgezet. Geen toegangskaarten. Veel speelapparaten ( kosten €1,30 per munt) maar ook grote zandbak/ speeltuin. Teven kinderboerderij.",2025-03-02T12:22:24Z,
ChZDSUhNMG9nS0VJQ0FnSURROWFYV0RnEAE,5.0,Mooi natuur geweldige tuinen overal ijsjes verkrijgbaar en natuurlijk een treintje door het park,2018-07-22T07:12:59Z,
