review_id,rating,text,language,date,park
33,4.0,"Beatrixpark is a nice patch of rural space east of Amsterdam Zuid Station and west of RAI that makes for a nice place to get away from the chaos of the city.

Here you find nice walking trails through open fields, along watersheds and wooded areas. There is open water with waterfowl, open fields of spring blooms as well as a few children's play areas within the park.

We spent just over an hour walking the trails of Beatrixpark and really enjoyed the frequent seclusion found. It is considerably more rural than Vondelpark and has far fewer visitors which is nice. Give it a visit the next time your in this area of the city.",en,2019-07-03,Beatrixpark
34,5.0,"Great park! Stumbled upon this gem randomly on my way to a nearby Japanese restaurant, and immediately fell in love. Don't miss the Water Lilly fountain.",en,2022-08-05,Beatrixpark
35,5.0,One of the most beautiful and peaceful parks I have ever been to.,en,2024-05-19,Beatrixpark
36,5.0,"Lovely park, beautiful trees! Definitely a great dog park, but there’s always place to chill on your own as well.",en,2023-06-13,Beatrixpark
37,5.0,"We loved it here.
Away from the tourist-buzz, easily accessible on public transport.

A very peaceful oasis.",en,2023-08-19,Beatrixpark
38,5.0,Brilliant park to let the dogs run loose (in the off leash area). Even met some old corgi friends for our girls to play with.,en,2024-11-01,Beatrixpark
39,5.0,"Lovely park, even with a bit of rain, and a few spots for the kids to stop and play.",en,2019-07-16,Beatrixpark
40,5.0,"What a gorgeous park!
It’s a good option to walk, bike, walk with your dog and enjoy the amazing views: canals, trees, flowers, etc. I also like it because there are more local people than in others parks, i.e. Vondelpark.",en,2020-11-10,Beatrixpark
41,5.0,"Great place for a walk, especially if you bave a dog. There are some vast areas to put the dog off-leash and play together.
Sometimes, people with pets gather around and bring their dogs to play together as well.",en,2021-10-16,Beatrixpark
42,5.0,"Awesome park with canals, play area and swim baths for kids.",en,2019-04-11,Beatrixpark
43,5.0,"Perfect for small kids and adults! Playground  and pool, great cafe with delish ice cream",en,2025-07-11,Beatrixpark
44,4.0,"a lovely park with many trees and roads, so it feels even larger than its actual size.",en,2023-06-18,Beatrixpark
45,5.0,"Beautiful park, great for adults, kids and dogs. It's very clean and very spacious.",en,2018-05-21,Beatrixpark
46,5.0,"Beatrixpark in Amsterdam is a serene and inviting green space ideal for relaxing or taking a leisurely walk. With its well-maintained paths and tranquil ponds, it's a perfect spot to unwind and escape the city’s hustle.",en,2024-08-02,Beatrixpark
47,5.0,"Great dog park, plenty of space for doggos tu run and friendly company too.",en,2025-01-09,Beatrixpark
48,5.0,"Beautiful park, perfect for quick lunchtime walk and strolls in between meetings.",en,2022-11-16,Beatrixpark
49,5.0,One of the most beautiful parks!,en,2024-08-06,Beatrixpark
50,5.0,The appetizers were flavorful and set the tone for the meal perfectly.,en,2025-09-25,Beatrixpark
51,5.0,"Beautiful park, very clean and kids friendly. I had the impression that is not really dog friendly.",en,2019-04-07,Beatrixpark
52,5.0,Beautiful park with wonderful play area for young kids.,en,2025-07-17,Beatrixpark
53,5.0,"nice nature, clean air, you can relax with your family, I liked everything",en,2025-07-07,Beatrixpark
54,5.0,"Perfect place to spend a hot summer afternoon. Many people were gathering in small groups - drinking, eating...- A very good alternative to other busier Amsterdam parks",en,2019-07-03,Beatrixpark
55,5.0,Beautiful place to hang out and enjoy the peace of the moment.,en,2025-09-16,Beatrixpark
56,5.0,"Very nice  quiet place, feel the prayers...and a well equiped shop (books in many languages) plus friendly nurses.",en,2019-12-28,Beatrixpark
57,3.0,A beautiful park that’s not as famous and crowded as the Vondelpark. Nice lion statue for drawing.,en,2024-09-06,Beatrixpark
58,4.0,"Nice park, different parts and atmospheres. Lovely art and landscaping. A true local and well loved park.",en,2017-06-07,Beatrixpark
59,4.0,"Not as busy as the Vondelpark, while still offering a lot of greenery, relaxing places and nice views around the water.",en,2017-05-05,Beatrixpark
60,5.0,Nice park,en,2025-07-30,Beatrixpark
61,5.0,Beautiful green space with nice trails!,en,2023-11-24,Beatrixpark
62,5.0,Favorite park of the dog!,en,2025-06-30,Beatrixpark
63,5.0,A lovely park for experiencing a quieter side of Amsterdam’s green spaces.,en,2025-08-29,Beatrixpark
64,5.0,A quiet place to walk your dog or have a picknick.,en,2023-04-30,Beatrixpark
65,4.0,A little bit overgrown but so pretty and safe feeling.  We watched the gymnaestrada march past and it was so festive.,en,2023-08-01,Beatrixpark
66,4.0,Nice small park to walk during lunch break,en,2023-05-02,Beatrixpark
67,5.0,"Near to Amsterdam Zuid Station (bus/tramp), beautiful place to walk and ride bicycle 🚲, close to World trade center.",en,2023-06-16,Beatrixpark
68,5.0,Nice park in the zuid with children's pool and playarea and lots of nature.,en,2021-07-15,Beatrixpark
69,5.0,"Beautiful park with several special landscaping section, it’s like walking through different gardens.",en,2023-06-10,Beatrixpark
70,5.0,"Great getaway spots in the city.
Excelent view of ducks building their habitat.",en,2025-06-07,Beatrixpark
71,5.0,"I lost my bag , wallet in this park.
If someone find, please contact me.Is about documents.",en,2025-08-15,Beatrixpark
72,5.0,Cannot overstate how impressive this little park in Amsterdam is… wonderful pathways and beautiful public art,en,2023-07-28,Beatrixpark
73,5.0,"A very beautiful park, absolutely recommend to head there for a weekend stroll.",en,2020-12-15,Beatrixpark
74,5.0,"Good for having a picnic, enjoying sun in sunny days and ofcourse all green spaces. Doesn't matter how crowded can be, you can find a serene place to relax and enjoy your time.
In simmer or good weather is good for families for kids to play with water and a sandy playground next to it.",en,2024-05-14,Beatrixpark
75,5.0,It is small park and suitable for taking a walk.,en,2021-04-03,Beatrixpark
76,4.0,Nice big park,en,2025-05-24,Beatrixpark
77,5.0,"My favourite park in Amsterdam. It is really beautiful, relaxing, great for biking, taking a walk or for a picnic. Some stunning sights, birds and bunnies there.",en,2019-08-08,Beatrixpark
78,5.0,Beautiful atmosphere in the city. We love spending time there!,en,2022-07-17,Beatrixpark
79,5.0,"beautiful, calm place, ideally sized, not huge but not too small",en,2025-05-18,Beatrixpark
80,5.0,Another beautiful park in Amsterdam. This one feels a bit secluded with tall growth around the paths.,en,2022-09-23,Beatrixpark
81,4.0,Very nice. The best place for picnik in Zuid,en,2018-08-05,Beatrixpark
82,5.0,I just love it here to be with my dog!,en,2025-10-19,Beatrixpark
83,5.0,"Beautiful park with a nice mix of big trees, large grass areas and water.",en,2022-09-11,Beatrixpark
84,5.0,"Small park, nice walking routes, art and benches everywhere.",en,2021-03-24,Beatrixpark
85,5.0,One of the best parks in Amsterdam. No turists and lot of birds and trees.,en,2019-06-26,Beatrixpark
86,5.0,"Lovely, peaceful park",en,2022-07-24,Beatrixpark
87,5.0,"We love this park so much. Great for all ages. There is a lovely splash pool, beautiful wooden play structure and huge sandbox. The surrounding green space is perfect for a picnic. The forest areas make for fun exploring with the kids. We go here at least once a week.",en,2020-07-16,Beatrixpark
88,5.0,"Great park, not too full of people, nice kid pool.",en,2022-07-10,Beatrixpark
89,4.0,"A nice park to go with kids, family, pets and practice sports.  A little crowded",en,2021-05-30,Beatrixpark
90,5.0,"Medium-sized park with plenty of walking, you can cover the park within 1 hour or 2 if you walk leisurely. There is a wide open area mostly with dogs (and their owners of course), as well as a big fountain within a lake. Also a small kids' playground.",en,2021-10-24,Beatrixpark
91,4.0,"Big and quiet park around business center. Very nice to walk with huge trees, ponds and channels. There is a playground and lawns. The park is not perfectly manicured but this gives some natural beauty. There are not many bicycles so walking is safe 😀",en,2022-10-22,Beatrixpark
92,5.0,"Loved this place on a sunny day. Kids play freely in a safe environment. There is a kiosk with decent food and drinks. Located right behind the RAI convention hall, so most convenient for those parents who attend conferences and need a quick respite for their kids.",en,2023-06-27,Beatrixpark
93,5.0,"It is a beautiful park, full of nature. It has a lake with some ducks and other birds, a green field for dogs to run freely, a small playground for kids and a pool for kids to play during summer time. It is a quiet park, with birds and canals crossing it.",en,2017-11-25,Beatrixpark
94,5.0,"My favorite park in Amsterdam. It's never too packed, but also does not feel deserted. There are parts that really feel like middle of nature and not a man made park.
My dog loves it too.",en,2023-11-19,Beatrixpark
95,5.0,"Great place for the families who have toddlers and small kids. Sand pit, playground and shallow water pool make them happy. Family can have a picnic around the pool. There is a small kiosk next to the pool which is convient for parents.",en,2023-05-18,Beatrixpark
96,5.0,"It's a large park that we only walked through. We walked by an area with the canal, then by a big field, then by a nicely shaded area and another big field. We wished we had more time in this park, because it seemed like a nice spacious area to lay out a blanket, take a nap, read a book or simply have a picnic at....that will be next time.",en,2020-08-28,Beatrixpark
97,5.0,"There is no need to come here, gentle readers of this review. Please go to (or, also very likely, stay at) the Vondelpark.
This is a park that is really not for you, despite what my five-star rating might imply. You see, it's still mostly quiet and cozy and clean and ... Well, maybe you could take a quick look, but only when I'm not there.",en,2023-08-18,Beatrixpark
98,5.0,"Great place to take a rest, train your body, meditation, train Joga and play with your family and friends.",en,2021-06-07,Beatrixpark
99,5.0,Very cute park,en,2023-07-11,Beatrixpark
100,5.0,Very beautiful park and close to Zuid station,en,2017-05-02,Beatrixpark
101,3.0,"Nice park. A bar inside will provide to all of your needs. Very clean. Many persons come for sports, practising running, fitness martial arts and many things. The place is quite big and it's perfect for a break in the middle of green.",en,2019-08-11,Beatrixpark
102,5.0,Can spend the whole afternoon walking around and they have a coffee stall to relax with a hot drink,en,2021-01-12,Beatrixpark
103,5.0,Super relaxing oasis right in the middle of busy Amsterdam streets.,en,2025-06-25,Beatrixpark
104,5.0,"The park is amazing with all those trees! Playgrounds and dog areas too. Very good place to take a walk, cycle with your friends/family or just chill for a bit.",en,2022-08-26,Beatrixpark
105,5.0,"My secret getaway, forget vondel that is packed with tourists. I will name my first child Beatrix.",en,2018-07-08,Beatrixpark
106,5.0,Favorite dog park in Amsterdam. Lots of other big dogs and a big opening where they all play. There is even a small spot in the water they go to cool down.,en,2024-05-05,Beatrixpark
107,5.0,"Beautiful to sit, walk and learn about the environment. Also huge dog Park!",en,2025-02-04,Beatrixpark
108,5.0,"It's a beautiful park that's got some great trees which are even labelled for your interest. Not to mention that it has a Café called Bibi, which is in the middle of the park, and sells delicious coffees and freshly baked patisserie. A great park to get away from the crowds too.",en,2022-01-15,Beatrixpark
109,5.0,"This is one of the largest parks in the city. It doesn't not get too busy, like the Vondelpark. There are several ponds and canals, and lots of large grassy areas. An excellent park to take your dog or a book and enjoy some peace and quiet. They have lovely flower gardens as well. Highly recommend!",en,2017-02-04,Beatrixpark
110,5.0,A great place to walk. Also you can leave your dog off leash here. On the weekends you will get many other dogs to play with.,en,2023-10-14,Beatrixpark
111,5.0,It's a relaxed park hardly no rubbish,en,2019-07-31,Beatrixpark
112,5.0,This is a spacious green park and less busy than most other parks in Amsterdam. Great for picnics. Also nice playground with toddler pool with fresh water on sunny days where you can also get a snack (and visit the bathroom 😉),en,2019-05-24,Beatrixpark
113,5.0,Nice for a picnic or just a promenade; beautiful and fresh. Lots of rabbits,en,2019-07-14,Beatrixpark
114,5.0,"Lovely evening picnic canal side, watching the boats go by.",en,2020-08-22,Beatrixpark
115,4.0,"Mostly undiscovered by tourists, a little treasure of the city . A dokters garden full of medicinal herbs (not for picking),  and great variety of labeled trees.not as Vondelpark but it feels like it with it's large open fields where dogs can roam free and a doggy beach for them to swim .. There is a  childrens pool open in summer and a small playground open all year",en,2018-03-15,Beatrixpark
116,5.0,"A lovely quiet park to wander and relax in, popular with runners and dog walkers.",en,2017-09-06,Beatrixpark
117,5.0,Nice park to walk your dog. Has water around centre area with bridges. This way dogs cannot exit the park while off the leash. Lots of o5her friendly dogs and owners also.,en,2020-01-19,Beatrixpark
118,5.0,"Beautiful, lovely park. Visited Amsterdam for a 4 day weekend to see some good friends. Went for a lovely walk with my friends 2 dogs through this park, one I haven't been through before despite over 20 visits to Amsterdam. Very nice, pleasant and clean and tidy",en,2020-01-21,Beatrixpark
119,5.0,Incredible city park with biking and running trails. Play area for kids is small but clean and well-provisioned. Peaceful ponds with sitting areas nearby. Highly recommended.,en,2018-12-31,Beatrixpark
120,5.0,"Loving this gentle, expansive park which is so doggy and kiddy friendly!
Our fave thing to do is to grab a very affoedable ice cream from the Bea Cafe and jump into the free splash pool on a hot day there.
On cooler days, its still so much fun to hang in the trees, play in the playground or nature spot throygh the lovely, ambient friendship gardens",en,2022-07-30,Beatrixpark
121,5.0,"I would give this place 10 stars. I used to live right next to the park, and although my apartment was small, the park made things a lot brighter. It has a lot of green with beautiful canals, with boats cruising along them. In spring, you can even see some cherry blossoms! The wildlife is so rich, you can commonly see rabbits in spring and summer and the occasional squirrel, as well as a ton of birds and insects. You can see frogs and even, if you go there a lot, turtles. I know this because I saw one in Beatrixpark before. I highly recommend this park in a thousand years.",en,2022-04-19,Beatrixpark
122,5.0,Good contrast between contemporary architecture and Nature.,en,2021-11-07,Beatrixpark
123,5.0,"Quiet and clean, well maintained and a joy to spend time chilling and medium long walks are possible. It has a well kept refined and inhabited by a rare collection of plants botanical garden. A children's playpool and adjacent a small playground. But most spectacular artworks find a place as well. Big mindboggling and magnificent sculptures on which you can read up.",en,2019-04-28,Beatrixpark
124,3.0,This is a pleasant relaxing park. Many dogs are walked here. No special features but is easy to walk along smaller paths and sit quietly.,en,2019-08-02,Beatrixpark
125,4.0,"Lovely freen areas, few sculptures in the park was not possinle to locted as they were not on the naps didpkayed in the park.",en,2024-09-18,Beatrixpark
126,5.0,"Amazing park 20 minutes walk from my home a little of everything regarding nature swimming for dogs, trails for kids and never seems over crowded",en,2024-05-19,Beatrixpark
127,5.0,"Very big and spacious, but way less people than Vondelpark. Definitely gonna take my friends here next time!",en,2024-07-25,Beatrixpark
128,4.0,"Beautiful green spaces, though not too many kids play utilities,  but overall they will enjoy. Good for a relaxing walk , should look beautiful  during the fall",en,2020-09-15,Beatrixpark
129,5.0,"This is my most favorite park in Amsterdam. There is something magical about it. No tourists, just people spending some time in the sun with their dogs. It's a beautiful changing canvass of colors throughout the year. The park is divided into different sections; there's a play area for kids, a large off-leash area for dogs and a bicycle route for commuters who like to take the scenic route to work.",en,2016-11-08,Beatrixpark
130,4.0,Very nice and diverse park. The big meadow is one of my favourite dog walking spots. Friendly other dogs and dog owners and a large nice field.,en,2019-04-21,Beatrixpark
131,5.0,"Beautiful Space, nice walk and plenty of places to sit and enjoy the surroundings. Very peaceful place nice change from hussle and hussle of the city.",en,2024-04-18,Beatrixpark
132,5.0,Great place for children to paddle in the pool. The water is changed every day and a lifeguard keeps on children. There’s also a coffee place to grab a toasti with a drink. Definitely recommended!,en,2021-07-03,Beatrixpark
133,5.0,My favourite park of Amsterdam.,en,2021-12-22,Beatrixpark
134,5.0,"This park always gives me the feeling I'm not in the middle of Amsterdam. The skyscrapers disappear and then you're surrounded by trees and nature. And it's not just us that enjoy it here, dogs love to be here too! So they have enough playmates to burn off their energy. There's a paddling pool, a kiosk and drinking water stations here and there.",en,2021-07-13,Beatrixpark
135,5.0,"Nice, clean, well-maintained park with free public toilets. The large paddling area is especially good for kids. Food and drink is also sold here.",en,2017-08-12,Beatrixpark
136,5.0,Family friendly park with great walking paths and a nice playground for the kids,en,2024-08-11,Beatrixpark
137,3.0,Had a nice date since it looks very cosy. Until the plants started to spread their spores into my eyes and nose. Do not recommend if you have hay fever.,en,2021-07-25,Beatrixpark
138,5.0,"Nice park to walk to dog, to relax on sunny day or to do some sport activity",en,2024-05-19,Beatrixpark
139,5.0,Beautiful park! shallow pool next to the playground is great for kids to play especially in the summer time. Good place for family to have quality time.,en,2018-05-08,Beatrixpark
140,5.0,"Love this park. Unlike Westerpark/Vondelpark, this one has many spots that is more quiet (close to private area), and not too crowded/loud.

So, if you wanna mind your own business, care about respecting others need for more peace (&vice versa), and care about keeping surrounding clean, then I highly recommend this place!",en,2020-08-12,Beatrixpark
141,5.0,"My favourite place for toddlers: from the open pool on the warm days, to huge green areas for picknicks, playground and sand area. Very green and beautiful and free of tourists. Literally, only locals with kids. And there is a very friendly kiosk serving everything from tasty sandwiches and tosties to drinks and ice creams.",en,2018-05-11,Beatrixpark
142,4.0,A beautiful Park in the Zuid Area to have a relaxed evening walk or a peaceful run. It also has Bath Pool which is a great summer activity for the kids on a warm day.,en,2021-08-12,Beatrixpark
143,5.0,"Another perfect park in Amsterdam . Dog friendly so we could take our dog there. Friendly chilled people, plenty of room to allow lots of dogs and very safe, also plenty of room to have a picnic. CleaN, spacious and great coffee and icecream vans. A wonderful place to picnic and spend time in the spring sunshine with friends, family and your dog.",en,2022-04-18,Beatrixpark
144,5.0,A nice and large park that is mostly quiet and not overcrowded. It has a great baby/toddler pool that's filled with fresh water on sunny days.,en,2019-05-12,Beatrixpark
145,5.0,"The story behind Willem getting to marry Maxima in one picture taken in the Beatrixpark… I see what you did there, Beatrix!",en,2021-06-24,Beatrixpark
146,3.0,"The best part is the water play area for small children on a hot day. The concessions stand is also great providing top notch refreshments, bathrooms and swimming nappies for those who have firgitten them.",en,2019-12-21,Beatrixpark
147,5.0,"One of my personal favorites, usually not too busy and with enough architectural diversity to escape the city.",en,2020-08-02,Beatrixpark
148,5.0,Great place for kids!,en,2021-06-06,Beatrixpark
149,4.0,"Great place for toddlers, small cafe to get take always from.
Looks like changing cubicles-not sure how they work.
WC ? I need to check next time we take our little one.",en,2021-07-08,Beatrixpark
150,5.0,I live this park. It was so green and pretty and not crowded. There is also a space where dog owners bring their dogs there to let them play and run. So it’s a great spot for dog watching ^^.,en,2019-05-12,Beatrixpark
151,5.0,"Quite, clean, Not the best in Amsterdam But by feet it is very Relaxing.",en,2018-11-19,Beatrixpark
152,5.0,"Had an amazing time, nice park. Different locations to chill out or be active.",en,2024-06-28,Beatrixpark
153,5.0,"Favorite dog park of people from this part of town, to be avoided if you're appalled by free ranging canines or dog owners whose eyes are glued to a smartphone, but do go there if you enjoy playing dogs in a beautiful setting.",en,2015-11-16,Beatrixpark
154,5.0,"Beautiful mid sized park behind Rai convention centre. It has cute little canals, bridges and enough green to play around with your dog or chill with some friends.",en,2019-05-31,Beatrixpark
155,5.0,Nice park with benches. Great for a break during a cycling tour.,en,2024-08-27,Beatrixpark
156,4.0,"It's probably my favorite park in Amsterdam, and my favorite public kids pool. You have all kind of spots in the park, coffee service with healthy snacks for children, routes to walk camly, fields to have picnics, a big extra area to practice sports and that is very trendy now for adolescentes and young adults. Nice views to the water and canal, nice atmosphere and people, often with good behavior. Hiden spots to get some distance with friends or alone in middle of beautiful big trees. This park has a nice hug variety of tall trees with good maintaining shape.",en,2020-05-21,Beatrixpark
157,5.0,"Fantastic for Dogs.!
PEPSI loves it there.
GG",en,2025-04-16,Beatrixpark
158,5.0,"Excellent park for warmer days. Playground recently refurbished, awesome kids pool, affordable snacks (healthy choices included), sandbox.... what more can you ask for.",en,2020-12-05,Beatrixpark
159,5.0,My favorite park! I go there often for a run or just to read a book in the grass. Very chill and has a safe vibe,en,2023-06-17,Beatrixpark
160,5.0,Amazing place to chill out with kids esp when it's Sunny. Kids love being in the swimming pool for 2- 3hours and treat themselves with flavoured ice cream from the stall next to the pool.,en,2018-05-09,Beatrixpark
161,5.0,Excellent park. Lot of nature and trails. There is playground and small shop to get drinks or snacks. During summer kids can play in the water,en,2017-04-19,Beatrixpark
162,5.0,Quiet place to go with family and friends,en,2025-05-11,Beatrixpark
163,5.0,One of the most beautiful Forest parks.,en,2018-07-22,Beatrixpark
164,5.0,"Beautiful park to walk around, enjoy nature, landscaping views and breath fresh air. Perfect for dog’s lovers and animal lovers.",en,2021-01-17,Beatrixpark
165,4.0,"Very artistic park. A lot of kunst. Has a zwembad for the kiddies to swim. Had also a lil playground for the kids. I love, it's a pity though you can't do no barbecuing there!",en,2019-04-26,Beatrixpark
166,5.0,Nice park. Good mix of shadow and sunshine on a sunny day. Not so crowded. Quite a hidden treasure as it’s close to office buildings of Amsterdam Zuid.,en,2018-10-27,Beatrixpark
167,4.0,Great park with some nice spots for having a picnic or playing sports. There is a also an area for dogs to play and a splash pool for kids.,en,2021-08-07,Beatrixpark
168,5.0,Super nice place,en,2019-08-07,Beatrixpark
169,5.0,"Very nice park in the zuid area of Amsterdam. Also many dogs, so perhaps is good to make pawfriends if you have a pet.",en,2023-10-18,Beatrixpark
170,4.0,"Lovely Park with small lakes and kids playgrounds. Taking a walk here is guaranteed to destress you and clear your head.
Nature at its best within a city.",en,2019-08-26,Beatrixpark
171,5.0,"A tranquil place with foot bridge, some sculptures and small fountains that give a serene atmosphere. The greenery keeps all year round providing a deep sense of peacefulness.",en,2019-10-08,Beatrixpark
172,5.0,"A quiet, average sized park, with great, tall trees, fountains and lawns to play, many birds with nests. Perfect for relaxation, recharging yourself.",en,2017-07-12,Beatrixpark
173,5.0,Súper nice one.. I don’t get why people would put low stars to this park. I personally prefer to have this beautiful green area than some more buildings,en,2019-03-12,Beatrixpark
174,4.0,Peaceful near busiest Amsterdam Zuid location..relaxing,en,2025-05-06,Beatrixpark
175,5.0,Wonderful - we were there with our dog and I love it that you can let them run there 😊,en,2024-07-08,Beatrixpark
176,5.0,"Nice park for relaxing, there are lot of path for running and jogging as well. Overall good place to enjoy pleasant morning.",en,2021-04-16,Beatrixpark
177,5.0,"Visited Amsterdam 25-27 September 2016 3 rd trip and it didn't disappoint. Always make a point of visiting green space when travelling and Amsterdam has some of the best green areas in Europe. Beautiful place, atmosphere was amazing some lovely people stopped to talk and it made my day. Well worth a wander if staying in the area.",en,2016-10-07,Beatrixpark
178,5.0,Beautiful park. Well maintained. Not crowded.,en,2024-08-23,Beatrixpark
