review_id,rating,text,language,date,park
31,5.0,"Een heel bijzonder en mooi park, met brede lanen maar ook met 'wild' gebiedjes.  Daar waan je je ver van de bewoonde wereld.
Het stukje aan de overkant van de grote vijver is  elk seizoen weer vol verrassingen.
Ook de bedreigde flora  een mooi stukje van het park is een genot voor al je zintuigen.",nl,2020-05-19,Amstelpark
32,5.0,Heel leuk park. Ik ben hier pas laatst een keer voor het eerst geweest. Er was toen een hele leuke Sundays Market. Maar het park bied nog veel meer. Leuke pannenkoeken restaurants een treintje watertjes en leuke wandel routes. Aanrader is echt de pure market die volgens mij elke derde zondag van de maand in het park is. In iedergeval voor de zomer periode.,nl,2019-07-21,Amstelpark
33,4.0,"Prachtig mooi park, mijn oma woonde in Wamberg naast het park en liep elke dag naar de bloementuintjes toe, in 1972 t/m 2005 ging ze met haar kleinkinderen en achterkleinkinderen naar het treintje en de bootjes, leuk om in haar voetsporen te treden",nl,2019-06-07,Amstelpark
34,5.0,"Super park, rododendrons so veel kleuren niet te geloven",nl,2023-05-20,Amstelpark
35,5.0,Fijn park omdat er veel wandel paden zijn en veel bankjes. Veel diversiteit aan planten en bomen.,nl,2025-09-28,Amstelpark
36,5.0,"Zeer mooi park. Veel te beleven, van pannekoekenboerderij, tot een ijskraam, een treintje, speeltuin, beschermde plantenbos, midgetgolf, dierenboerderij en nog veel meer. Heel groot mooi park, ook leuk voor kinderen. Je kunt hier zeker een paar uurtjes lopen en genieten van het weer. Zeer zeker aan te raden voor een dagje natuur binnen Amsterdam.",nl,2025-04-12,Amstelpark
37,5.0,"Amsterdam wine festival 2025
Super leuk feest 🍷",nl,2025-09-07,Amstelpark
38,5.0,Heerlijk vertoeven in het groen en een prachtige speeltuin als je kleintjes hebt en heerlijk terrasjes 🫶🏼,nl,2025-09-29,Amstelpark
39,5.0,"Had nooit geweten dat er in Amsterdam zo mooi park was, we waren er in de ochtend. Lekker rustig  en mooi park, heerlijk gelopen . zeker het bekijken waard, dit in combinatie met een wandeling langs de Amstel. Voor herhaling vatbaar.",nl,2022-07-13,Amstelpark
40,5.0,Mooi park met brede paden waar je makkelijk kunt wandelen. De Rododendronvallei is prachtig in het voorjaar. Er is ook een mini golf en een kinderboerderij.,nl,2018-02-26,Amstelpark
41,4.0,"Een mooi en goed onderhouden park met veel ruimte, wandelpaden, redelijk wat vogels en soms fazanten en konijnen. Er zijn twee terrassen, speeltuinen, en voor kinderen veel voorzieningen waaronder een prachtige mini-trein.",nl,2025-04-25,Amstelpark
42,5.0,"Erg leuk voor kinderen  en ook flink groot.de ""atrakties"" moet je los betalen en je kan ook bij verschillende restaurantjes lekker zitten.",nl,2025-08-12,Amstelpark
43,4.0,"Vermakelijk amuserend park!

Ruim opgezet, genoeg zitplekken en kleine horeca gelegenheden.

Treintje die door heel t park rijd.",nl,2024-08-04,Amstelpark
44,4.0,Prachtig park dat al jaren (mij al meer dsn 40 jaar) zijn waarde voor kinderen en volwassenen bewijst. Leuke speeltuin en kinderboerderij. Maar ook de plek om een mooie wandeling te maken of hard te lopen.,nl,2025-04-18,Amstelpark
45,4.0,"Prachtig opgezet stadspark. Aan de rand van de snelweg, vlakbij het rai station. Vanaf het station een paar minuten lopen en je waant je midden in de natuur. Druk bezocht. Leuke speeltuin voor kinderen tot ong 11 jaar.  Kleine attracties, geschikt voor jongere kinderen tegen betaling. Heel mooie midget, minigolf baan. Netjes onderhouden. Wel prijzig. De rest van het park niet gezien.",nl,2018-04-16,Amstelpark
46,5.0,Om even de stad achter je te laten is dit een heerlijke plek om samen met je kinderen of kleinkinderen te ontspannen,nl,2025-09-06,Amstelpark
47,4.0,hele mooie grote park met veel vermaak voor kinderen van verschillende leeftijden.,nl,2025-08-19,Amstelpark
48,5.0,"Mooi park, heerlijk om een rondje te wandelen en wat tijd door te brengen. Veel mooi onderhouden bomen en planten.",nl,2025-05-18,Amstelpark
49,5.0,"Mooi park om lekker een middag te lopen, wat te drinken en de kids kunnen zich ook prima vermaken.",nl,2022-08-02,Amstelpark
50,5.0,Altijd al een mooi park maar nu het volop lente is helemaal. De rodondendronvallei staat in bloei. Je vergeet gewoon dat je eigenlijk midden in de stad bent...,nl,2021-06-05,Amstelpark
51,5.0,"Heerlijk park, brede paden, horeca aanwezig. In de zomermaanden rijdt er een treintje dat een ritje maakt dat een kwartier duurt. Er is een hele leuke speeltuin met veel attracties en er zijn diverse toiletten. Hier en daar staat een picknicktafel. Vooral de rododendronvalei is prachtig tijdens de bloei.",nl,2024-05-13,Amstelpark
52,5.0,"Aan de rand van het Park, bij de molen, heb ik met de pont een oversteek gemaakt. Een heerlijk rustmoment. Onder begeleiding van een gezellige en gemotiveerde pontvaarder.",nl,2025-05-17,Amstelpark
53,5.0,Misschien wel het mooiste park van Amsterdam (maar ik ken ze niet allemaal). Het park is te danken aan de Floriade van 1972. Vooral de rhododendronvallei is prachtig. Maar ook de vijver met fontein en de planten rondom.,nl,2023-05-31,Amstelpark
54,4.0,"Schone mooi aangelegd stadspark. Ligt tegen het Amstel, de rivier. Je heb hier kinderboerderij, speelplaats, minigolf ... ook lunchen of koffie met gebak nemen.",nl,2020-09-15,Amstelpark
55,5.0,Heerlijk gespeeld met de kleine man. Lekkere friet en een goed broodje kroket. Echte oma Bobs!,nl,2025-07-14,Amstelpark
56,4.0,"Eenvoudige gerechten, maar wel heel lekker! Aardige bediening.",nl,2025-10-11,Amstelpark
57,5.0,Zeker in de herfst is het toch een prachtig park en complimenten voor de onderhoudsploeg!!,nl,2018-07-13,Amstelpark
58,5.0,Onze Marathon! Fantastisch.. ❌❌❌,nl,2025-11-08,Amstelpark
59,4.0,"Leuk, de pure markt, de prachtige bloemen en struiken in het park. Gezellig!",nl,2025-07-17,Amstelpark
60,4.0,"Was rustig, goed onderhouden, alsof je buiten de stad bent
Alleen jammer dat  er zoveel horeca is",nl,2025-10-12,Amstelpark
61,5.0,Er zijn secties voor mensen van alle leeftijden rustige plek er is een kleine kermis voor kinderen een super voorbij park,nl,2021-07-24,Amstelpark
62,4.0,"Het park is wat meer volwassen geworden, grote bomen en een beetje overwoekerd hier en daar. Was vroeger een erg “aangeharkt” park.",nl,2021-03-26,Amstelpark
63,5.0,"Was er zondag 2 juli met het TREK Foodtruckfestival. Wat een leuk festival is dat. Eerste keer en zeker voor herhaling vatbaar. Daarvoor werd een deel van het Amstelpark afgesloten. De mix van foodtrucks, muziek, theater, kermisattracties was top. Veel en veel leuker dan #derollendekeukens (duur, lange wachttijden bij de trucks, geen sfeer) in het Westerpark. TREK is gemoedelijker, jonge stelletjes, jonge ouders, gezinnen, alles loopt daar door elkaar. En wat de prijzen betreft valt het allemaal reuze mee. En je hoeft niet uren in de rij moeten wachten tot je uiteindelijk kan bestellen. Variatie van de Foodtrucks was ook helemaal top. 👍🏽👍🏽👍🏽👍🏽👍🏽",nl,2023-07-06,Amstelpark
64,5.0,"Amstelpark was op 10 januari 2021 spekglad. Er was nergens gestrooid. De vuilnisbakken waren bij de vijver vol, met het gevolg dat alles op de grond lag.",nl,2020-10-03,Amstelpark
65,5.0,"Prachtig park, goed bereikbaar, geen fietsers. Heerlijk om te picknicken. Diverse cult tuinen. Onontdekte parel van Amsterdam.",nl,2023-09-02,Amstelpark
66,4.0,"Mooi park.
Hier zet ook de herfst in, ee  enkere boom begint voorzichtig te verkleuren.
Nog steeds erg druk door de pokamon.",nl,2019-09-07,Amstelpark
67,4.0,Mooi park. Dat mijn jonges nog klein waren zijn wij hier vaak geweest,nl,2022-08-28,Amstelpark
68,4.0,Een fijne plek om te wandelen waar cultuur en natuur samenvloeien,nl,2025-07-18,Amstelpark
69,5.0,Mooi park met veel verschillende tuinen. De rhododendronvallei was prachtig om te zien 🌺,nl,2022-05-28,Amstelpark
70,5.0,Prachtig park met mooie bloeiende rododendrons momenteel,nl,2023-05-16,Amstelpark
71,5.0,Super mooi park met een leuke speeltuin en kinderboerderij voor de kids.,nl,2022-08-02,Amstelpark
72,4.0,"Mooi park.met verschillende soorten tuinen, kunst, horeca en een leuke speeltuin voor de kleintjes.",nl,2021-08-14,Amstelpark
73,5.0,Goed aangelegd en onderhouden park. Zowel plekjes met bankjes in de zon als in de schaduw. Met de (het)opening van Hop en de mini golf 2 plaatsen waar je iets kan drinken en eten.,nl,2025-03-21,Amstelpark
74,5.0,Mooi park met leuke speelgelegenheden. Wel duur parkeren.,nl,2025-07-17,Amstelpark
75,5.0,"Grote speeltuin met mini pretpark, kinderboerderij en goede voorzieningen voor ouders ; ) Het treinritten door het hele park is de bom! Een fijne plek voor jong en oud, goed bereikbaar met fiets, auto én OV.",nl,2018-08-08,Amstelpark
76,5.0,"Prachtig park in de stad, zelfs met matig weer.",nl,2023-08-13,Amstelpark
77,4.0,"Was een geweldige plek voor het Amsterdam Wine event. Super plek, goed bereikbaar en tijdens het event super gezellig",nl,2025-09-07,Amstelpark
78,5.0,"Prachtig park, veel te zien , heerlijk om te wandelen!",nl,2021-08-18,Amstelpark
79,5.0,De rododendron vallei in bloei. Prachtige kleuren en geuren. Dit is de tijd om te gaan genieten!!,nl,2018-05-11,Amstelpark
80,5.0,"De 2de zondag van de maand is er altijd een Pure Markt. Eten, drinken, boeken, kleding etc. Leuk om te doen",nl,2023-04-13,Amstelpark
81,5.0,Heerlijk rustig park en toch veel te zien. Er rijdt een treintje en er zijn terrassen.,nl,2021-06-01,Amstelpark
82,4.0,De rododendrons staan in bloei. Maar pas op. Het park sluit om 9 uur en niet een half uur voor zonsondergang zoals overal is aangegeven. Het is mogelijk om in het park te worden opgesloten.,nl,2021-05-27,Amstelpark
83,5.0,"Het amstelpark is groot en super mooi , ik was nu gaan midgetgolfen tussen de mooiste bloemen en bomen heerlijk",nl,2021-08-27,Amstelpark
84,5.0,Blijft mooi door het koude voorjaar staat nog niet alles in nloei in de rododendronsvallei,nl,2018-05-20,Amstelpark
85,4.0,"De Rhododendronvallei was één leuke verrassing. Het spoorlijntje kost €3, veel ruimte voor de kinderen, parkeren is gratis in het weekend,  hoewel kan tricky zijn het adres te vinden.",nl,2022-05-25,Amstelpark
86,4.0,"Heerlijke plek om te wandelen, van diverse planten,  bomen te genieten.  Voor elk wat wils!",nl,2020-06-28,Amstelpark
87,5.0,"Prachtig park voor alle leeftijden. Vooral in de herfst mooi. Veel pannenkoeken, kunst, fonteinen en gezelligheid",nl,2022-11-05,Amstelpark
88,4.0,"Mooi park om te wandelen aan rand Amsterdam langs Amstel, met terras aan vijver om iets te eten / drinken.",nl,2020-07-09,Amstelpark
89,5.0,"Must do speeltuin ruim opgezet. Geen toegangskaarten. Veel speelapparaten ( kosten €1,30 per munt) maar ook grote zandbak/ speeltuin. Teven kinderboerderij.",nl,2025-03-02,Amstelpark
90,5.0,Mooi natuur geweldige tuinen overal ijsjes verkrijgbaar en natuurlijk een treintje door het park,nl,2018-07-22,Amstelpark
91,5.0,Sprinzaad!! Het leukste onkruid?? wat je tegen kunt komen. Die lekker dikke zijn explosief!!! Maar van alles te vinden aarbeien hazelnoten kruide  etc. De bloemen en verschillende tuinen zijn ook erg mooi. En je kunt er piano spelen een trein pakken en boeken ruilen.,nl,2019-07-15,Amstelpark
92,5.0,geweldig voor de kinderen,nl,2025-08-31,Amstelpark
93,4.0,Mooi rustig park waar veel pokemons zitten,nl,2025-08-24,Amstelpark
94,5.0,Super leuk voor de kids kinderboerderij pannenkoekenhuis alles is der,nl,2025-08-27,Amstelpark
95,5.0,"Fijn en mooi park, goed onderhouden. Lekkere ijsjes",nl,2025-07-18,Amstelpark
96,5.0,Prachtig park met bijzondere tentoonstellingen en speciale Tuinen,nl,2025-08-16,Amstelpark
97,5.0,Heerlijk plekje om weg te dromen tussen alle drukte midden in de stad. Hier moet je geweest zijn! Met mooi weer is het natuurlijk alleen erg druk.,nl,2020-06-04,Amstelpark
98,4.0,Leuk park voor de kids en hond. Verschillende kleine attracties en speeltuin. Ook rijd er een treintje tegen betaling. Horeca aanwezig.,nl,2025-03-17,Amstelpark
99,4.0,Fijn en rustgevend park met een goede en gezellige horecavoorziening.,nl,2025-07-02,Amstelpark
100,5.0,Kwam hier al als kind en nu met mijn eigen kinderen. Blijft mooi hier,nl,2021-08-04,Amstelpark
101,4.0,"Mooi plekje om te wandelen, mooie natuur",nl,2025-07-11,Amstelpark
102,5.0,"Super mooi park om in te wandelen met de kids!
Een rit in de trein, de dieren bekijken, spelen in de speeltuin of lekker picknicken; kan allemaal in het Amstelpark!",nl,2018-04-10,Amstelpark
103,5.0,Leuk om weer eens een kijkje te nemen.,nl,2025-03-30,Amstelpark
104,5.0,Ik hou van dit park. Elk jaargetijde is mooi.,nl,2019-08-08,Amstelpark
105,5.0,"Heel mooie park, ook voor kleine kinderen ideaal",nl,2025-04-24,Amstelpark
106,5.0,Jammer van al die fietsende mensen!,nl,2025-10-31,Amstelpark
107,4.0,Echrmt een heel fijn park waar er genoeg speel mogelijkheden zijn voor kinderen.,nl,2020-09-13,Amstelpark
108,4.0,"een van de mooiste parken van A'dam, goed onderhouden en als de bezoekers hun vuil mee naar huis zouden nemen, dan is iedereen meer dan tevreden. Nu is ook het mooie terras aan de vijver wee open.",nl,2018-07-17,Amstelpark
109,5.0,"Ik dacht ondertussen toch wel redelijk bekend te zijn met de parken en natuur in en rond Amsterdam, van het Twiske tot het Diemerbos.

Echter was ik nog nooit in het Amstelpark geweest en wat baal ik dat ik hier niet eerder ben beland.

Een rustig en lekker groen park met een diversiteit aan voorzieningen en heerlijke uitzichten op de vele bankjes!",nl,2024-09-05,Amstelpark
110,5.0,"De leukste Thomas trein van Nederland, mijn kinderen (2 en 3 jaar) zijn helemaal weg van ;)
Super dagje uit voor jong en oud!",nl,2021-07-19,Amstelpark
111,1.0,Het Amstelpark is èén van mijn favoriete parken in Amaterdam. Alleen de toiletten : die zijn zo SMERIG!! Zo vies en smerig heb ik ze nog nier gezien. Doe er AUB wat aan!!,nl,2025-03-11,Amstelpark
112,5.0,"Prachtig park net bij het centrum van Amsterdam. Kinderen hebben zich super geamuseerd in het doolhof, speelplein en de kinderboerderij. Aanrader !!",nl,2019-04-16,Amstelpark
113,4.0,Voor een heerlijke wandeling in de natuur of langs de Amstel,nl,2025-10-20,Amstelpark
114,4.0,Mooi park. Veel te zien. Ook leuk voor kinderen. Alleen weinig toiletten.,nl,2018-04-14,Amstelpark
115,4.0,"Het was erg gezellig, en ik vond de golf banen af en toe wel lastig, maar dat maakt het ook leuk dat er wat moeilijke uitdaging zijn. Echt het gewoon genieten.en het park was ook heel mooi alles stond in bloei.",nl,2024-08-29,Amstelpark
116,5.0,"Zeer mooi aangelegd park/tuin, met allerlei uiteenlopende voorzieningen.",nl,2022-04-25,Amstelpark
117,4.0,Een mooi park in Amsterdam,nl,2021-10-02,Amstelpark
118,5.0,Prachtig park. Helemaal nu dat het voorjaar is en alles langzaamaan in bloei komt.,nl,2025-04-13,Amstelpark
119,5.0,"Perfect voor 3 tot 6 jaar, minipretpark met muntjes, gratis entree. Park ook heel mooi.",nl,2025-03-06,Amstelpark
120,5.0,"Lekker rustig ,geen fietsen en genoeg plekken om te zitten.",nl,2019-06-25,Amstelpark
121,5.0,Mooi park in Amsterdam 😍,nl,2025-05-25,Amstelpark
122,5.0,"Mooi park, zeker met zonnig weer.",nl,2025-05-21,Amstelpark
123,4.0,"Grote speeltuin voor alle leeftijden en treintjes om in te rijden
De toilet bij de ingang was onbruikbaar wegens gebruik door daklozen",nl,2019-07-27,Amstelpark
124,5.0,"Nog even, dan staan de Rododendrons weer in volle bloei!",nl,2019-05-04,Amstelpark
125,5.0,Heerlijk park. En een fantastische midgetgolfbaan,nl,2025-06-25,Amstelpark
126,4.0,Leuk park met bezienswaardigheden zoals een treintje en een doolhof maar ook een lekker plekje waar je koffie en thee kan halen en zomers ook ijs,nl,2025-01-29,Amstelpark
127,4.0,Leuk park mooie midgetgolf baan en grappig treintje.,nl,2018-03-24,Amstelpark
128,5.0,"Mooi park om heerlijk in te wandelen en mooie foto's maken.
Ook leuk voor de kids",nl,2021-02-15,Amstelpark
129,1.0,"Het park moet nodig de velden vlakmaken en nieuw gras inzaaien
De.paden moeten dringend worden vervangen voor mensen slecht ter been, De keien paden rondom de fontein moeten weg, er moeten meer bankjes komen, De paden moeten ontdaan worden van boomwortels en de omgewaaide bomen moeten worden weggehaald, de keien stenen paden her en der  lijken misschien mooi als pad maar zijn bijzonder vervelend om overheen te lopen voor mensen slecht ter been en niet meer van deze tijd.",nl,2019-08-30,Amstelpark
130,5.0,Zoals gewoonlijk . Een prachtig park. Jammer en onnodig dat veel niet open was en er ook niets te consumeren viel.,nl,2022-08-30,Amstelpark
131,5.0,Wat een prachtig park! Met een indrukwekkend monument.,nl,2023-05-06,Amstelpark
132,4.0,"Amstelpark blijft geweldig!
Het is er ook altijd lekker druk.
Een mooi groot park met zoveel potentie.
Het kids gedeelte is leuk ingericht en als ouder kan je gerust je kindje laten rond rennen.
Er zijn attracties waar je muntjes voor nodig hebt zoals, disco bootjes, treintje rijden, kart rijden, peuter karts, graafmachines, en een kleine draaimolen.
Je hebt er toiletten. ( niet toegankelijk voor buggy of rolstoel, GEEN baby verschoon plek )
De medewerkers kunnen een zij deur open maken voor buggy toegang en rolstoel toegang maar het is niet praktisch.
Veel glijbanen voor alle leeftijden 1.
Een aansluitende kinderboerderij waar je bij de dieren kan rondlopen.
Lekker in de buitenlucht wandelen.
Je kan er midgetgolf spelen.
Je kan ook de grote trein bij binnenkomst nemen voor een rondje door het park.
Het kids gedeelte beschikt ook over een soort cafetaria waar je burgers friet shakes kan kopen.
Park met veel potentie zou leuk zijn als ze wat zouden uitbreiden en opknappen.",nl,2023-03-12,Amstelpark
133,4.0,"Erg leuk park, zeker ook met kleine kinderen. Het park zelf is mooi en dan is er ook nog een treintje, een doolhof en een minigolf. De minigolf heeft overigens 2 soort banen, een traditionele en een (kunst)gras baan. Allebei erg netjes aangelegd en onderhouden. Bovendien kan je daar ook nog pannenkoeken en poffertjes eten.",nl,2023-09-11,Amstelpark
134,4.0,Prachtig ingedeeld park met kunstobjecten en recreatiemogelijkheden,nl,2019-01-11,Amstelpark
135,4.0,"Huidig park was in 1972 onderdeel van de Floriade, nu lekker om even rondje te lopen",nl,2025-04-01,Amstelpark
136,5.0,"Mijn favoriete park in Amsterdam. Groot, rustig met een verscheidenheid aan mooie plekjes, met elk een eigen sfeer. En er mag niet gefietst worden, heerlijk!",nl,2024-10-27,Amstelpark
137,5.0,"Heel leuk en gezellig om even wat zalige etenswaren te scoren. Naast je aardbeien en kersen, overheerlijke dumplings, heerlijke pie, super paling en zalm zijn er ook nog allerlei milieu vriendelijk vervaardigde attributen te koop.",nl,2024-07-14,Amstelpark
